 route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
CI,4318,CI101-4318,Cockatoo Island,,0,4318-1011,CI101,1
CI,4318,CI102-4318,Circular Quay,,1,4318-2009,CI102,1
CI,4318,CI103-4318,Cockatoo Island,,0,4318-1008,CI103,1
CI,4318,CI104-4318,Circular Quay,,1,4318-1011,CI104,1
CI,4318,CI105-4318,Cockatoo Island,,0,4318-1007,CI105,1
CI,4318,CI106-4318,Circular Quay,,1,4318-1008,CI106,1
CI,4318,CI107-4318,Cockatoo Island,,0,4318-1010,CI107,1
CI,4318,CI108-4318,Circular Quay,,1,4318-1007,CI108,1
CI,4318,CI109-4318,Cockatoo Island,,0,4318-1013,CI109,1
CI,4318,CI110-4318,Circular Quay,,1,4318-1010,CI110,1
CI,4318,CI111-4318,Cockatoo Island,,0,4318-1011,CI111,1
CI,4318,CI112-4318,Circular Quay,,1,4318-1013,CI112,1
CI,4318,CI113-4318,Cockatoo Island,,0,4318-1007,CI113,1
CI,4318,CI114-4318,Circular Quay,,1,4318-1011,CI114,1
CI,4318,CI115-4318,Cockatoo Island,,0,4318-1008,CI115,1
CI,4318,CI116-4318,Circular Quay,,1,4318-1007,CI116,1
CI,4318,CI117-4318,Cockatoo Island,,0,4318-1005,CI117,1
CI,4318,CI118-4318,Circular Quay,,1,4318-1008,CI118,1
CI,4318,CI119-4318,Cockatoo Island,,0,4318-1010,CI119,1
CI,4318,CI120-4318,Circular Quay,,1,4318-1005,CI120,1
CI,4318,CI121-4318,Cockatoo Island,,0,4318-1005,CI121,1
CI,4318,CI122-4318,Circular Quay,,1,4318-1010,CI122,1
CI,4318,CI123-4318,Cockatoo Island,,0,4318-1009,CI123,1
CI,4318,CI124-4318,Circular Quay,,1,4318-1005,CI124,1
CI,4318,CI125-4318,Cockatoo Island,,0,4318-1013,CI125,1
CI,4318,CI126-4318,Circular Quay,,1,4318-1009,CI126,1
CI,4318,CI127-4318,Cockatoo Island,,0,4318-1009,CI127,1
CI,4318,CI128-4318,Circular Quay,,1,4318-1013,CI128,1
CI,4318,CI129-4318,Cockatoo Island,,0,4318-1006,CI129,1
CI,4318,CI130-4318,Circular Quay,,1,4318-1009,CI130,1
CI,4318,CI131-4318,Cockatoo Island,,0,4318-1011,CI131,1
CI,4318,CI132-4318,Circular Quay,,1,4318-1006,CI132,1
CI,4318,CI133-4318,Cockatoo Island,,0,4318-1005,CI133,1
CI,4318,CI134-4318,Circular Quay,,1,4318-1011,CI134,1
CI,4318,CI135-4318,Cockatoo Island,,0,4318-1008,CI135,1
CI,4318,CI136-4318,Circular Quay,,1,4318-1005,CI136,1
CI,4318,CI137-4318,Cockatoo Island,,0,4318-1011,CI137,1
CI,4318,CI138-4318,Circular Quay,,1,4318-1008,CI138,1
CI,4318,CI139-4318,Cockatoo Island,,0,4318-1013,CI139,1
CI,4318,CI140-4318,Circular Quay,,1,4318-1011,CI140,1
CI,4318,CI141-4318,Cockatoo Island,,0,4318-1010,CI141,1
CI,4318,CI142-4318,Circular Quay,,1,4318-1013,CI142,1
CI,4318,CI143-4318,Cockatoo Island,,0,4318-1009,CI143,1
CI,4318,CI144-4318,Circular Quay,,1,4318-1010,CI144,1
CI,4318,CI145-4318,Woolwich,,0,4318-1010,CI145,1
CI,4318,CI146-4318,Circular Quay,,1,4318-1009,CI146,1
CI,3818,CI401-3818,Cockatoo Island,,0,3818-1006,CI401,1
CI,3818,CI402-3818,Circular Quay,,1,3818-1006,CI402,1
CI,3818,CI403-3818,Cockatoo Island,,0,3818-1008,CI403,1
CI,3818,CI404-3818,Circular Quay,,1,3818-1008,CI404,1
CI,3818,CI405-3818,Cockatoo Island,,0,3818-1013,CI405,1
CI,3818,CI406-3818,Circular Quay,,1,3818-1013,CI406,1
CI,3818,CI407-3818,Cockatoo Island,,0,3818-1008,CI407,1
CI,3818,CI408-3818,Circular Quay,,1,3818-1008,CI408,1
CI,3818,CI409-3818,Cockatoo Island,,0,3818-1013,CI409,1
CI,3818,CI410-3818,Circular Quay,,1,3818-1013,CI410,1
CI,3818,CI411-3818,Cockatoo Island,,0,3818-1007,CI411,1
CI,3818,CI412-3818,Circular Quay,,1,3818-1007,CI412,1
CI,3818,CI413-3818,Cockatoo Island,,0,3818-1006,CI413,1
CI,3818,CI414-3818,Circular Quay,,1,3818-1006,CI414,1
CI,3818,CI415-3818,Cockatoo Island,,0,3818-1008,CI415,1
CI,3818,CI416-3818,Circular Quay,,1,3818-1008,CI416,1
CI,3818,CI417-3818,Cockatoo Island,,0,3818-1007,CI417,1
CI,3818,CI418-3818,Circular Quay,,1,3818-1007,CI418,1
CI,3818,CI419-3818,Cockatoo Island,,0,3818-1005,CI419,1
CI,3818,CI420-3818,Circular Quay,,1,3818-1005,CI420,1
CI,3818,CI421-3818,Cockatoo Island,,0,3818-1010,CI421,1
CI,3818,CI422-3818,Circular Quay,,1,3818-1010,CI422,1
CI,3818,CI423-3818,Cockatoo Island,,0,3818-1009,CI423,1
CI,3818,CI424-3818,Circular Quay,,1,3818-1009,CI424,1
CI,3818,CI425-3818,Cockatoo Island,,0,3818-1008,CI425,1
CI,3818,CI426-3818,Circular Quay,,1,3818-1008,CI426,1
CI,3818,CI427-3818,Cockatoo Island,,0,3818-1005,CI427,1
CI,3818,CI428-3818,Circular Quay,,1,3818-1005,CI428,1
CI,3818,CI429-3818,Cockatoo Island,,0,3818-1009,CI429,1
CI,3818,CI430-3818,Circular Quay,,1,3818-1009,CI430,1
CI,3818,CI431-3818,Cockatoo Island,,0,3818-1007,CI431,1
CI,3818,CI432-3818,Circular Quay,,1,3818-1007,CI432,1
CI,3818,CI433-3818,Cockatoo Island,,0,3818-1008,CI433,1
CI,3818,CI434-3818,Circular Quay,,1,3818-1008,CI434,1
CI,3818,CI435-3818,Woolwich,,0,3818-1007,CI435,1
CI,4525,CI601-4525,Cockatoo Island,,0,4525-1007,CI601,1
CI,4525,CI602-4525,Circular Quay,,1,4525-1007,CI602,1
CI,4525,CI603-4525,Cockatoo Island,,0,4525-1006,CI603,1
CI,4525,CI604-4525,Circular Quay,,1,4525-1006,CI604,1
CI,4525,CI605-4525,Cockatoo Island,,0,4525-1007,CI605,1
CI,4525,CI606-4525,Circular Quay,,1,4525-1007,CI606,1
CI,4525,CI607-4525,Cockatoo Island,,0,4525-1010,CI607,1
CI,4525,CI608-4525,Circular Quay,,1,4525-1010,CI608,1
CI,4525,CI609-4525,Cockatoo Island,,0,4525-1013,CI609,1
CI,4525,CI610-4525,Circular Quay,,1,4525-1013,CI610,1
CI,4525,CI611-4525,Cockatoo Island,,0,4525-1006,CI611,1
CI,4525,CI612-4525,Circular Quay,,1,4525-1006,CI612,1
CI,4525,CI613-4525,Cockatoo Island,,0,4525-1007,CI613,1
CI,4525,CI614-4525,Circular Quay,,1,4525-1007,CI614,1
CI,4525,CI615-4525,Cockatoo Island,,0,4525-1013,CI615,1
CI,4525,CI616-4525,Circular Quay,,1,4525-1013,CI616,1
CI,4525,CI617-4525,Cockatoo Island,,0,4525-1007,CI617,1
CI,4525,CI618-4525,Circular Quay,,1,4525-1007,CI618,1
CI,4525,CI619-4525,Cockatoo Island,,0,4525-1005,CI619,1
CI,4525,CI620-4525,Circular Quay,,1,4525-1005,CI620,1
CI,4525,CI621-4525,Cockatoo Island,,0,4525-1008,CI621,1
CI,4525,CI622-4525,Circular Quay,,1,4525-1008,CI622,1
CI,4525,CI623-4525,Cockatoo Island,,0,4525-1005,CI623,1
CI,4525,CI624-4525,Circular Quay,,1,4525-1005,CI624,1
CI,4525,CI625-4525,Cockatoo Island,,0,4525-1010,CI625,1
CI,4696,CI801-4696,Cockatoo Island,,0,4696-1007,CI801,1
CI,4696,CI802-4696,Circular Quay,,1,4696-1007,CI802,1
CI,4696,CI803-4696,Cockatoo Island,,0,4696-1006,CI803,1
CI,4696,CI804-4696,Circular Quay,,1,4696-1006,CI804,1
CI,4696,CI805-4696,Cockatoo Island,,0,4696-1007,CI805,1
CI,4696,CI806-4696,Circular Quay,,1,4696-1007,CI806,1
CI,4696,CI807-4696,Cockatoo Island,,0,4696-1010,CI807,1
CI,4696,CI808-4696,Circular Quay,,1,4696-1010,CI808,1
CI,4696,CI809-4696,Cockatoo Island,,0,4696-1013,CI809,1
CI,4696,CI810-4696,Circular Quay,,1,4696-1013,CI810,1
CI,4696,CI811-4696,Cockatoo Island,,0,4696-1006,CI811,1
CI,4696,CI812-4696,Circular Quay,,1,4696-1006,CI812,1
CI,4696,CI813-4696,Cockatoo Island,,0,4696-1007,CI813,1
CI,4696,CI814-4696,Circular Quay,,1,4696-1007,CI814,1
CI,4696,CI815-4696,Cockatoo Island,,0,4696-1013,CI815,1
CI,4696,CI816-4696,Circular Quay,,1,4696-1013,CI816,1
CI,4696,CI817-4696,Cockatoo Island,,0,4696-1007,CI817,1
CI,4696,CI818-4696,Circular Quay,,1,4696-1007,CI818,1
CI,4696,CI819-4696,Cockatoo Island,,0,4696-1005,CI819,1
CI,4696,CI820-4696,Circular Quay,,1,4696-1005,CI820,1
CI,4696,CI821-4696,Cockatoo Island,,0,4696-1008,CI821,1
CI,4696,CI822-4696,Circular Quay,,1,4696-1008,CI822,1
CI,4696,CI823-4696,Cockatoo Island,,0,4696-1005,CI823,1
CI,4696,CI824-4696,Circular Quay,,1,4696-1005,CI824,1
CI,4696,CI825-4696,Cockatoo Island,,0,4696-1010,CI825,1
DH,4142,DH101-4142,Rose Bay,,0,4142-1034,DH101,1
DH,4148,DH101-4148,Rose Bay,,0,4148-1034,DH101,1
DH,4142,DH102-4142,Pyrmont Bay,,1,4142-1035,DH102,1
DH,4148,DH102-4148,Pyrmont Bay,,1,4148-1035,DH102,1
DH,4142,DH103-4142,Rose Bay,,0,4142-1037,DH103,1
DH,4148,DH103-4148,Rose Bay,,0,4148-1037,DH103,1
DH,4142,DH104-4142,Pyrmont Bay,,1,4142-1036,DH104,1
DH,4148,DH104-4148,Pyrmont Bay,,1,4148-1036,DH104,1
DH,4142,DH105-4142,Rose Bay,,0,4142-1035,DH105,1
DH,4148,DH105-4148,Rose Bay,,0,4148-1035,DH105,1
DH,4142,DH106-4142,Pyrmont Bay,,1,4142-1038,DH106,1
DH,4148,DH106-4148,Pyrmont Bay,,1,4148-1038,DH106,1
DH,4142,DH107-4142,Rose Bay,,0,4142-1036,DH107,1
DH,4148,DH107-4148,Rose Bay,,0,4148-1036,DH107,1
DH,4142,DH108-4142,Pyrmont Bay,,1,4142-1037,DH108,1
DH,4148,DH108-4148,Pyrmont Bay,,1,4148-1037,DH108,1
DH,4142,DH109-4142,Rose Bay,,0,4142-1038,DH109,1
DH,4148,DH109-4148,Rose Bay,,0,4148-1038,DH109,1
DH,4142,DH110-4142,Pyrmont Bay,,1,4142-1034,DH110,1
DH,4148,DH110-4148,Pyrmont Bay,,1,4148-1034,DH110,1
DH,4142,DH111-4142,Rose Bay,,0,4142-1037,DH111,1
DH,4148,DH111-4148,Rose Bay,,0,4148-1037,DH111,1
DH,4142,DH112-4142,Pyrmont Bay,,1,4142-1035,DH112,1
DH,4148,DH112-4148,Pyrmont Bay,,1,4148-1035,DH112,1
DH,4142,DH113-4142,Rose Bay,,0,4142-1034,DH113,1
DH,4148,DH113-4148,Rose Bay,,0,4148-1034,DH113,1
DH,4142,DH114-4142,Pyrmont Bay,,1,4142-1036,DH114,1
DH,4148,DH114-4148,Pyrmont Bay,,1,4148-1036,DH114,1
DH,4142,DH115-4142,Rose Bay,,0,4142-1035,DH115,1
DH,4148,DH115-4148,Rose Bay,,0,4148-1035,DH115,1
DH,4142,DH116-4142,Pyrmont Bay,,1,4142-1038,DH116,1
DH,4148,DH116-4148,Pyrmont Bay,,1,4148-1038,DH116,1
DH,4142,DH117-4142,Rose Bay,,0,4142-1036,DH117,1
DH,4148,DH117-4148,Rose Bay,,0,4148-1036,DH117,1
DH,4142,DH118-4142,Pyrmont Bay,,1,4142-1037,DH118,1
DH,4148,DH118-4148,Pyrmont Bay,,1,4148-1037,DH118,1
DH,4142,DH119-4142,Watsons Bay,,0,4142-1038,DH119,1
DH,4148,DH119-4148,Watsons Bay,,0,4148-1038,DH119,1
DH,4142,DH120-4142,Pyrmont Bay,,1,4142-1034,DH120,1
DH,4148,DH120-4148,Pyrmont Bay,,1,4148-1034,DH120,1
DH,4142,DH121-4142,Watsons Bay,,0,4142-1034,DH121,1
DH,4148,DH121-4148,Watsons Bay,,0,4148-1034,DH121,1
DH,4142,DH122-4142,Pyrmont Bay,,1,4142-1035,DH122,1
DH,4148,DH122-4148,Pyrmont Bay,,1,4148-1035,DH122,1
DH,4142,DH123-4142,Watsons Bay,,0,4142-1037,DH123,1
DH,4148,DH123-4148,Watsons Bay,,0,4148-1037,DH123,1
DH,4142,DH124-4142,Pyrmont Bay,,1,4142-1036,DH124,1
DH,4148,DH124-4148,Pyrmont Bay,,1,4148-1036,DH124,1
DH,4142,DH125-4142,Watsons Bay,,0,4142-1036,DH125,1
DH,4148,DH125-4148,Watsons Bay,,0,4148-1036,DH125,1
DH,4142,DH126-4142,Pyrmont Bay,,1,4142-1038,DH126,1
DH,4148,DH126-4148,Pyrmont Bay,,1,4148-1038,DH126,1
DH,4142,DH127-4142,Watsons Bay,,0,4142-1038,DH127,1
DH,4148,DH127-4148,Watsons Bay,,0,4148-1038,DH127,1
DH,4142,DH128-4142,Pyrmont Bay,,1,4142-1034,DH128,1
DH,4148,DH128-4148,Pyrmont Bay,,1,4148-1034,DH128,1
DH,4142,DH129-4142,Watsons Bay,,0,4142-1034,DH129,1
DH,4148,DH129-4148,Watsons Bay,,0,4148-1034,DH129,1
DH,4142,DH130-4142,Pyrmont Bay,,1,4142-1037,DH130,1
DH,4148,DH130-4148,Pyrmont Bay,,1,4148-1037,DH130,1
DH,4142,DH131-4142,Watsons Bay,,0,4142-1037,DH131,1
DH,4148,DH131-4148,Watsons Bay,,0,4148-1037,DH131,1
DH,4142,DH132-4142,Pyrmont Bay,,1,4142-1036,DH132,1
DH,4148,DH132-4148,Pyrmont Bay,,1,4148-1036,DH132,1
DH,4142,DH133-4142,Watsons Bay,,0,4142-1036,DH133,1
DH,4148,DH133-4148,Watsons Bay,,0,4148-1036,DH133,1
DH,4142,DH134-4142,Pyrmont Bay,,1,4142-1038,DH134,1
DH,4148,DH134-4148,Pyrmont Bay,,1,4148-1038,DH134,1
DH,4142,DH135-4142,Watsons Bay,,0,4142-1038,DH135,1
DH,4148,DH135-4148,Watsons Bay,,0,4148-1038,DH135,1
DH,4142,DH136-4142,Pyrmont Bay,,1,4142-1034,DH136,1
DH,4148,DH136-4148,Pyrmont Bay,,1,4148-1034,DH136,1
DH,4142,DH137-4142,Watsons Bay,,0,4142-1034,DH137,1
DH,4148,DH137-4148,Watsons Bay,,0,4148-1034,DH137,1
DH,4142,DH138-4142,Pyrmont Bay,,1,4142-1037,DH138,1
DH,4148,DH138-4148,Pyrmont Bay,,1,4148-1037,DH138,1
DH,4142,DH139-4142,Watsons Bay,,0,4142-1037,DH139,1
DH,4148,DH139-4148,Watsons Bay,,0,4148-1037,DH139,1
DH,4142,DH140-4142,Pyrmont Bay,,1,4142-1036,DH140,1
DH,4148,DH140-4148,Pyrmont Bay,,1,4148-1036,DH140,1
DH,4142,DH141-4142,Watsons Bay,,0,4142-1036,DH141,1
DH,4148,DH141-4148,Watsons Bay,,0,4148-1036,DH141,1
DH,4142,DH142-4142,Pyrmont Bay,,1,4142-1038,DH142,1
DH,4148,DH142-4148,Pyrmont Bay,,1,4148-1038,DH142,1
DH,4142,DH143-4142,Watsons Bay,,0,4142-1038,DH143,1
DH,4148,DH143-4148,Watsons Bay,,0,4148-1038,DH143,1
DH,4142,DH144-4142,Pyrmont Bay,,1,4142-1034,DH144,1
DH,4148,DH144-4148,Pyrmont Bay,,1,4148-1034,DH144,1
DH,4142,DH145-4142,Rose Bay,,0,4142-1034,DH145,1
DH,4148,DH145-4148,Rose Bay,,0,4148-1034,DH145,1
DH,4142,DH146-4142,Pyrmont Bay,,1,4142-1037,DH146,1
DH,4148,DH146-4148,Pyrmont Bay,,1,4148-1037,DH146,1
DH,4142,DH147-4142,Rose Bay,,0,4142-1037,DH147,1
DH,4148,DH147-4148,Rose Bay,,0,4148-1037,DH147,1
DH,4142,DH148-4142,Pyrmont Bay,,1,4142-1036,DH148,1
DH,4148,DH148-4148,Pyrmont Bay,,1,4148-1036,DH148,1
DH,4142,DH149-4142,Rose Bay,,0,4142-1035,DH149,1
DH,4148,DH149-4148,Rose Bay,,0,4148-1035,DH149,1
DH,4142,DH150-4142,Pyrmont Bay,,1,4142-1038,DH150,1
DH,4148,DH150-4148,Pyrmont Bay,,1,4148-1038,DH150,1
DH,4142,DH151-4142,Rose Bay,,0,4142-1036,DH151,1
DH,4148,DH151-4148,Rose Bay,,0,4148-1036,DH151,1
DH,4142,DH152-4142,Pyrmont Bay,,1,4142-1034,DH152,1
DH,4148,DH152-4148,Pyrmont Bay,,1,4148-1034,DH152,1
DH,4142,DH153-4142,Rose Bay,,0,4142-1038,DH153,1
DH,4148,DH153-4148,Rose Bay,,0,4148-1038,DH153,1
DH,4142,DH154-4142,Pyrmont Bay,,1,4142-1037,DH154,1
DH,4148,DH154-4148,Pyrmont Bay,,1,4148-1037,DH154,1
DH,4142,DH155-4142,Rose Bay,,0,4142-1034,DH155,1
DH,4148,DH155-4148,Rose Bay,,0,4148-1034,DH155,1
DH,4142,DH156-4142,Pyrmont Bay,,1,4142-1035,DH156,1
DH,4148,DH156-4148,Pyrmont Bay,,1,4148-1035,DH156,1
DH,4142,DH157-4142,Rose Bay,,0,4142-1037,DH157,1
DH,4148,DH157-4148,Rose Bay,,0,4148-1037,DH157,1
DH,4142,DH158-4142,Pyrmont Bay,,1,4142-1036,DH158,1
DH,4148,DH158-4148,Pyrmont Bay,,1,4148-1036,DH158,1
DH,4142,DH159-4142,Rose Bay,,0,4142-1035,DH159,1
DH,4148,DH159-4148,Rose Bay,,0,4148-1035,DH159,1
DH,4142,DH160-4142,Pyrmont Bay,,1,4142-1038,DH160,1
DH,4148,DH160-4148,Pyrmont Bay,,1,4148-1038,DH160,1
DH,4142,DH161-4142,Rose Bay,,0,4142-1036,DH161,1
DH,4148,DH161-4148,Rose Bay,,0,4148-1036,DH161,1
DH,4142,DH162-4142,Pyrmont Bay,,1,4142-1034,DH162,1
DH,4148,DH162-4148,Pyrmont Bay,,1,4148-1034,DH162,1
DH,4142,DH163-4142,Rose Bay,,0,4142-1038,DH163,1
DH,4148,DH163-4148,Rose Bay,,0,4148-1038,DH163,1
DH,4142,DH164-4142,Pyrmont Bay,,1,4142-1037,DH164,1
DH,4148,DH164-4148,Pyrmont Bay,,1,4148-1037,DH164,1
DH,4142,DH165-4142,Rose Bay,,0,4142-1034,DH165,1
DH,4148,DH165-4148,Rose Bay,,0,4148-1034,DH165,1
DH,4142,DH166-4142,Pyrmont Bay,,1,4142-1036,DH166,1
DH,4148,DH166-4148,Pyrmont Bay,,1,4148-1036,DH166,1
DH,4142,DH167-4142,Circular Quay,,0,4142-1037,DH167,1
DH,4148,DH167-4148,Circular Quay,,0,4148-1037,DH167,1
DH,4142,DH168-4142,Pyrmont Bay,,1,4142-1005,DH168,1
DH,4148,DH168-4148,Pyrmont Bay,,1,4148-1005,DH168,1
DH,4142,DH169-4142,Rose Bay,,0,4142-1038,DH169,1
DH,4148,DH169-4148,Rose Bay,,0,4148-1038,DH169,1
DH,4142,DH170-4142,Pyrmont Bay,,1,4142-1035,DH170,1
DH,4148,DH170-4148,Pyrmont Bay,,1,4148-1035,DH170,1
DH,4142,DH171-4142,Circular Quay,,0,4142-1005,DH171,1
DH,4148,DH171-4148,Circular Quay,,0,4148-1005,DH171,1
DH,4142,DH172-4142,Barangaroo,,1,4142-1005,DH172,1
DH,4148,DH172-4148,Barangaroo,,1,4148-1005,DH172,1
DH,4142,DH173-4142,Circular Quay,,0,4142-1035,DH173,1
DH,4148,DH173-4148,Rose Bay,,0,4148-1035,DH173,1
DH,4142,DH174-4142,Pyrmont Bay,,1,4142-1034,DH174,1
DH,4148,DH174-4148,Pyrmont Bay,,1,4148-1034,DH174,1
DH,4142,DH175-4142,Circular Quay,,0,4142-1034,DH175,1
DH,4148,DH175-4148,Rose Bay,,0,4148-1034,DH175,1
DH,4142,DH176-4142,Barangaroo,,1,4142-1005,DH176,1
DH,4148,DH176-4148,Barangaroo,,1,4148-1005,DH176,1
DH,4142,DH177-4142,Circular Quay,,0,4142-1035,DH177,1
DH,4148,DH177-4148,Circular Quay,,0,4148-1035,DH177,1
DH,4142,DH178-4142,Pyrmont Bay,,1,4142-1035,DH178,1
DH,4148,DH178-4148,Pyrmont Bay,,1,4148-1035,DH178,1
DH,4142,DH180-4142,Barangaroo,,1,4142-1034,DH180,1
DH,4148,DH180-4148,Barangaroo,,1,4148-1034,DH180,1
DH,4122,DH401-4122,Rose Bay,,0,4122-1036,DH401,1
DH,4122,DH402-4122,Pyrmont Bay,,1,4122-1037,DH402,1
DH,4122,DH403-4122,Watsons Bay,,0,4122-1038,DH403,1
DH,4122,DH404-4122,Pyrmont Bay,,1,4122-1036,DH404,1
DH,4122,DH405-4122,Watsons Bay,,0,4122-1035,DH405,1
DH,4122,DH406-4122,Pyrmont Bay,,1,4122-1038,DH406,1
DH,4122,DH407-4122,Watsons Bay,,0,4122-1037,DH407,1
DH,4122,DH408-4122,Pyrmont Bay,,1,4122-1035,DH408,1
DH,4122,DH409-4122,Watsons Bay,,0,4122-1036,DH409,1
DH,4122,DH410-4122,Pyrmont Bay,,1,4122-1037,DH410,1
DH,4122,DH411-4122,Watsons Bay,,0,4122-1038,DH411,1
DH,4122,DH412-4122,Pyrmont Bay,,1,4122-1036,DH412,1
DH,4122,DH413-4122,Watsons Bay,,0,4122-2021,DH413,1
DH,4122,DH414-4122,Pyrmont Bay,,1,4122-1038,DH414,1
DH,4122,DH415-4122,Watsons Bay,,0,4122-1035,DH415,1
DH,4122,DH416-4122,Pyrmont Bay,,1,4122-2021,DH416,1
DH,4122,DH417-4122,Circular Quay,,0,4122-1006,DH417,1
DH,4122,DH418-4122,Pyrmont Bay,,1,4122-1006,DH418,1
DH,4122,DH419-4122,Watsons Bay,,0,4122-1037,DH419,1
DH,4122,DH420-4122,Pyrmont Bay,,1,4122-1035,DH420,1
DH,4122,DH421-4122,Circular Quay,,0,4122-2038,DH421,1
DH,4122,DH422-4122,Pyrmont Bay,,1,4122-1013,DH422,1
DH,4122,DH423-4122,Watsons Bay,,0,4122-1036,DH423,1
DH,4122,DH424-4122,Pyrmont Bay,,1,4122-1037,DH424,1
DH,4122,DH425-4122,Circular Quay,,0,4122-1006,DH425,1
DH,4122,DH426-4122,Pyrmont Bay,,1,4122-1009,DH426,1
DH,4122,DH427-4122,Watsons Bay,,0,4122-1038,DH427,1
DH,4122,DH428-4122,Pyrmont Bay,,1,4122-1036,DH428,1
DH,4122,DH429-4122,Circular Quay,,0,4122-1013,DH429,1
DH,4122,DH430-4122,Pyrmont Bay,,1,4122-1007,DH430,1
DH,4122,DH431-4122,Watsons Bay,,0,4122-2021,DH431,1
DH,4122,DH432-4122,Pyrmont Bay,,1,4122-1038,DH432,1
DH,4122,DH433-4122,Circular Quay,,0,4122-1009,DH433,1
DH,4122,DH434-4122,Pyrmont Bay,,1,4122-1009,DH434,1
DH,4122,DH435-4122,Watsons Bay,,0,4122-1035,DH435,1
DH,4122,DH436-4122,Pyrmont Bay,,1,4122-2021,DH436,1
DH,4122,DH437-4122,Circular Quay,,0,4122-1007,DH437,1
DH,4122,DH438-4122,Pyrmont Bay,,1,4122-1005,DH438,1
DH,4122,DH439-4122,Watsons Bay,,0,4122-1037,DH439,1
DH,4122,DH440-4122,Pyrmont Bay,,1,4122-1035,DH440,1
DH,4122,DH441-4122,Circular Quay,,0,4122-1009,DH441,1
DH,4122,DH442-4122,Pyrmont Bay,,1,4122-1011,DH442,1
DH,4122,DH443-4122,Watsons Bay,,0,4122-1036,DH443,1
DH,4122,DH444-4122,Pyrmont Bay,,1,4122-1037,DH444,1
DH,4122,DH445-4122,Circular Quay,,0,4122-1005,DH445,1
DH,4122,DH446-4122,Pyrmont Bay,,1,4122-1008,DH446,1
DH,4122,DH447-4122,Watsons Bay,,0,4122-1038,DH447,1
DH,4122,DH448-4122,Pyrmont Bay,,1,4122-1036,DH448,1
DH,4122,DH449-4122,Circular Quay,,0,4122-1011,DH449,1
DH,4122,DH450-4122,Pyrmont Bay,,1,4122-1011,DH450,1
DH,4122,DH451-4122,Watsons Bay,,0,4122-2021,DH451,1
DH,4122,DH452-4122,Pyrmont Bay,,1,4122-1038,DH452,1
DH,4122,DH453-4122,Circular Quay,,0,4122-1008,DH453,1
DH,4122,DH454-4122,Pyrmont Bay,,1,4122-1007,DH454,1
DH,4122,DH455-4122,Watsons Bay,,0,4122-1035,DH455,1
DH,4122,DH456-4122,Pyrmont Bay,,1,4122-2021,DH456,1
DH,4122,DH457-4122,Circular Quay,,0,4122-1011,DH457,1
DH,4122,DH458-4122,Pyrmont Bay,,1,4122-1011,DH458,1
DH,4122,DH459-4122,Watsons Bay,,0,4122-1037,DH459,1
DH,4122,DH460-4122,Pyrmont Bay,,1,4122-1035,DH460,1
DH,4122,DH461-4122,Circular Quay,,0,4122-1007,DH461,1
DH,4122,DH462-4122,Pyrmont Bay,,1,4122-1006,DH462,1
DH,4122,DH463-4122,Watsons Bay,,0,4122-1036,DH463,1
DH,4122,DH464-4122,Pyrmont Bay,,1,4122-1037,DH464,1
DH,4122,DH465-4122,Circular Quay,,0,4122-1011,DH465,1
DH,4122,DH466-4122,Pyrmont Bay,,1,4122-1005,DH466,1
DH,4122,DH467-4122,Watsons Bay,,0,4122-1038,DH467,1
DH,4122,DH468-4122,Pyrmont Bay,,1,4122-1036,DH468,1
DH,4122,DH469-4122,Circular Quay,,0,4122-1006,DH469,1
DH,4122,DH470-4122,Pyrmont Bay,,1,4122-1038,DH470,1
DH,4122,DH471-4122,Watsons Bay,,0,4122-2021,DH471,1
DH,4122,DH472-4122,Pyrmont Bay,,1,4122-2021,DH472,1
DH,4122,DH473-4122,Circular Quay,,0,4122-1005,DH473,1
DH,4122,DH474-4122,Pyrmont Bay,,1,4122-1035,DH474,1
DH,4122,DH475-4122,Watsons Bay,,0,4122-1035,DH475,1
DH,4122,DH476-4122,Pyrmont Bay,,1,4122-1037,DH476,1
DH,4122,DH477-4122,Watsons Bay,,0,4122-1037,DH477,1
DH,4122,DH478-4122,Pyrmont Bay,,1,4122-1036,DH478,1
DH,4122,DH479-4122,Watsons Bay,,0,4122-1036,DH479,1
DH,4122,DH480-4122,Barangaroo,,1,4122-1037,DH480,1
DH,4122,DH481-4122,Circular Quay,,0,4122-2021,DH481,1
DH,4122,DH482-4122,Pyrmont Bay,,1,4122-1038,DH482,1
DH,4122,DH483-4122,Watsons Bay,,0,4122-1038,DH483,1
DH,4122,DH484-4122,Pyrmont Bay,,1,4122-1035,DH484,1
DH,4122,DH485-4122,Circular Quay,,0,4122-1037,DH485,1
DH,4122,DH486-4122,Barangaroo,,1,4122-1038,DH486,1
DH,4122,DH487-4122,Watsons Bay,,0,4122-1035,DH487,1
DH,4122,DH489-4122,Watsons Bay,,0,4122-1038,DH489,1
DH,4122,DH491-4122,Circular Quay,,0,4122-1035,DH491,1
DH,4124,DH601-4124,Rose Bay,,0,4124-1036,DH601,1
DH,4124,DH602-4124,Pyrmont Bay,,1,4124-1037,DH602,1
DH,4124,DH603-4124,Watsons Bay,,0,4124-1038,DH603,1
DH,4124,DH604-4124,Pyrmont Bay,,1,4124-1036,DH604,1
DH,4124,DH605-4124,Watsons Bay,,0,4124-1035,DH605,1
