 route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
TZ,3806,TZ431-3806,Taronga Zoo,,0,3806-1010,TZ431,1
TZ,3806,TZ432-3806,Circular Quay,,1,3806-1010,TZ432,1
TZ,3806,TZ433-3806,Taronga Zoo,,0,3806-1013,TZ433,1
TZ,3806,TZ434-3806,Circular Quay,,1,3806-1013,TZ434,1
TZ,3806,TZ435-3806,Taronga Zoo,,0,3806-1010,TZ435,1
TZ,3806,TZ436-3806,Circular Quay,,1,3806-1010,TZ436,1
TZ,3806,TZ437-3806,Taronga Zoo,,0,3806-1013,TZ437,1
TZ,3806,TZ438-3806,Circular Quay,,1,3806-1013,TZ438,1
TZ,3806,TZ439-3806,Taronga Zoo,,0,3806-1010,TZ439,1
TZ,3806,TZ440-3806,Circular Quay,,1,3806-1010,TZ440,1
TZ,3806,TZ441-3806,Taronga Zoo,,0,3806-1013,TZ441,1
TZ,3806,TZ442-3806,Circular Quay,,1,3806-1013,TZ442,1
TZ,3806,TZ443-3806,Taronga Zoo,,0,3806-1010,TZ443,1
TZ,3806,TZ444-3806,Circular Quay,,1,3806-1010,TZ444,1
TZ,3806,TZ445-3806,Taronga Zoo,,0,3806-1013,TZ445,1
TZ,3806,TZ446-3806,Circular Quay,,1,3806-1013,TZ446,1
TZ,3806,TZ447-3806,Taronga Zoo,,0,3806-1008,TZ447,1
TZ,3806,TZ448-3806,Circular Quay,,1,3806-1008,TZ448,1
TZ,3806,TZ449-3806,Taronga Zoo,,0,3806-1013,TZ449,1
TZ,3806,TZ450-3806,Circular Quay,,1,3806-1013,TZ450,1
TZ,3806,TZ451-3806,Taronga Zoo,,0,3806-1008,TZ451,1
TZ,3806,TZ452-3806,Circular Quay,,1,3806-1008,TZ452,1
TZ,3806,TZ453-3806,Taronga Zoo,,0,3806-1007,TZ453,1
TZ,3806,TZ454-3806,Circular Quay,,1,3806-1007,TZ454,1
TZ,3806,TZ455-3806,Taronga Zoo,,0,3806-1007,TZ455,1
TZ,3806,TZ456-3806,Circular Quay,,1,3806-1007,TZ456,1
TZ,3806,TZ457-3806,Taronga Zoo,,0,3806-1009,TZ457,1
TZ,3806,TZ458-3806,Circular Quay,,1,3806-1009,TZ458,1
TZ,3938,TZ601-3938,Taronga Zoo,,0,3938-1008,TZ601,1
TZ,3938,TZ602-3938,Circular Quay,,1,3938-1008,TZ602,1
TZ,3938,TZ603-3938,Taronga Zoo,,0,3938-1010,TZ603,1
TZ,3938,TZ604-3938,Circular Quay,,1,3938-1010,TZ604,1
TZ,3938,TZ605-3938,Taronga Zoo,,0,3938-1008,TZ605,1
TZ,3938,TZ606-3938,Circular Quay,,1,3938-1008,TZ606,1
TZ,3938,TZ607-3938,Taronga Zoo,,0,3938-1011,TZ607,1
TZ,3938,TZ608-3938,Circular Quay,,1,3938-1011,TZ608,1
TZ,3938,TZ609-3938,Taronga Zoo,,0,3938-1008,TZ609,1
TZ,3938,TZ610-3938,Circular Quay,,1,3938-1008,TZ610,1
TZ,3938,TZ611-3938,Taronga Zoo,,0,3938-1011,TZ611,1
TZ,3938,TZ612-3938,Circular Quay,,1,3938-1011,TZ612,1
TZ,3938,TZ613-3938,Taronga Zoo,,0,3938-1008,TZ613,1
TZ,3938,TZ614-3938,Circular Quay,,1,3938-1008,TZ614,1
TZ,3938,TZ615-3938,Taronga Zoo,,0,3938-1011,TZ615,1
TZ,3938,TZ616-3938,Circular Quay,,1,3938-1011,TZ616,1
TZ,3938,TZ617-3938,Taronga Zoo,,0,3938-1008,TZ617,1
TZ,3938,TZ618-3938,Circular Quay,,1,3938-1008,TZ618,1
TZ,3938,TZ619-3938,Taronga Zoo,,0,3938-1007,TZ619,1
TZ,3938,TZ620-3938,Circular Quay,,1,3938-1007,TZ620,1
TZ,3938,TZ621-3938,Taronga Zoo,,0,3938-1008,TZ621,1
TZ,3938,TZ622-3938,Circular Quay,,1,3938-1008,TZ622,1
TZ,3938,TZ623-3938,Taronga Zoo,,0,3938-1007,TZ623,1
TZ,3938,TZ624-3938,Circular Quay,,1,3938-1007,TZ624,1
TZ,3938,TZ625-3938,Taronga Zoo,,0,3938-1008,TZ625,1
TZ,3938,TZ626-3938,Circular Quay,,1,3938-1008,TZ626,1
TZ,3938,TZ627-3938,Taronga Zoo,,0,3938-1007,TZ627,1
TZ,3938,TZ628-3938,Circular Quay,,1,3938-1007,TZ628,1
TZ,3938,TZ629-3938,Taronga Zoo,,0,3938-1008,TZ629,1
TZ,3938,TZ630-3938,Circular Quay,,1,3938-1008,TZ630,1
TZ,3938,TZ631-3938,Taronga Zoo,,0,3938-1011,TZ631,1
TZ,3938,TZ632-3938,Circular Quay,,1,3938-1011,TZ632,1
TZ,3938,TZ633-3938,Taronga Zoo,,0,3938-1008,TZ633,1
TZ,3938,TZ634-3938,Circular Quay,,1,3938-1008,TZ634,1
TZ,3938,TZ635-3938,Taronga Zoo,,0,3938-1011,TZ635,1
TZ,3938,TZ636-3938,Circular Quay,,1,3938-1011,TZ636,1
TZ,3938,TZ637-3938,Taronga Zoo,,0,3938-1005,TZ637,1
TZ,3938,TZ638-3938,Circular Quay,,1,3938-1005,TZ638,1
TZ,3938,TZ639-3938,Taronga Zoo,,0,3938-1011,TZ639,1
TZ,3938,TZ640-3938,Circular Quay,,1,3938-1011,TZ640,1
TZ,3938,TZ641-3938,Taronga Zoo,,0,3938-1005,TZ641,1
TZ,3938,TZ642-3938,Circular Quay,,1,3938-1005,TZ642,1
TZ,3938,TZ643-3938,Taronga Zoo,,0,3938-1011,TZ643,1
TZ,3938,TZ644-3938,Circular Quay,,1,3938-1011,TZ644,1
TZ,3938,TZ645-3938,Taronga Zoo,,0,3938-1005,TZ645,1
TZ,3938,TZ646-3938,Circular Quay,,1,3938-1005,TZ646,1
TZ,3938,TZ647-3938,Taronga Zoo,,0,3938-1011,TZ647,1
TZ,3938,TZ648-3938,Circular Quay,,1,3938-1011,TZ648,1
TZ,3938,TZ649-3938,Taronga Zoo,,0,3938-1010,TZ649,1
TZ,3938,TZ650-3938,Circular Quay,,1,3938-1010,TZ650,1
TZ,3938,TZ651-3938,Taronga Zoo,,0,3938-1011,TZ651,1
TZ,3938,TZ652-3938,Circular Quay,,1,3938-1011,TZ652,1
TZ,3938,TZ653-3938,Taronga Zoo,,0,3938-1010,TZ653,1
TZ,3938,TZ654-3938,Circular Quay,,1,3938-1010,TZ654,1
TZ,3938,TZ655-3938,Taronga Zoo,,0,3938-1010,TZ655,1
TZ,3938,TZ656-3938,Circular Quay,,1,3938-1010,TZ656,1
TZ,3938,TZ657-3938,Taronga Zoo,,0,3938-1007,TZ657,1
TZ,3938,TZ658-3938,Circular Quay,,1,3938-1007,TZ658,1
TZ,4684,TZ801-4684,Taronga Zoo,,0,4684-1008,TZ801,1
TZ,4684,TZ802-4684,Circular Quay,,1,4684-1008,TZ802,1
TZ,4684,TZ803-4684,Taronga Zoo,,0,4684-1010,TZ803,1
TZ,4684,TZ804-4684,Circular Quay,,1,4684-1010,TZ804,1
TZ,4684,TZ805-4684,Taronga Zoo,,0,4684-1008,TZ805,1
TZ,4684,TZ806-4684,Circular Quay,,1,4684-1008,TZ806,1
TZ,4684,TZ807-4684,Taronga Zoo,,0,4684-1011,TZ807,1
TZ,4684,TZ808-4684,Circular Quay,,1,4684-1011,TZ808,1
TZ,4684,TZ809-4684,Taronga Zoo,,0,4684-1008,TZ809,1
TZ,4684,TZ810-4684,Circular Quay,,1,4684-1008,TZ810,1
TZ,4684,TZ811-4684,Taronga Zoo,,0,4684-1011,TZ811,1
TZ,4684,TZ812-4684,Circular Quay,,1,4684-1011,TZ812,1
TZ,4684,TZ813-4684,Taronga Zoo,,0,4684-1008,TZ813,1
TZ,4684,TZ814-4684,Circular Quay,,1,4684-1008,TZ814,1
TZ,4684,TZ815-4684,Taronga Zoo,,0,4684-1011,TZ815,1
TZ,4684,TZ816-4684,Circular Quay,,1,4684-1011,TZ816,1
TZ,4684,TZ817-4684,Taronga Zoo,,0,4684-1008,TZ817,1
TZ,4684,TZ818-4684,Circular Quay,,1,4684-1008,TZ818,1
TZ,4684,TZ819-4684,Taronga Zoo,,0,4684-1007,TZ819,1
TZ,4684,TZ820-4684,Circular Quay,,1,4684-1007,TZ820,1
TZ,4684,TZ821-4684,Taronga Zoo,,0,4684-1008,TZ821,1
TZ,4684,TZ822-4684,Circular Quay,,1,4684-1008,TZ822,1
TZ,4684,TZ823-4684,Taronga Zoo,,0,4684-1007,TZ823,1
TZ,4684,TZ824-4684,Circular Quay,,1,4684-1007,TZ824,1
TZ,4684,TZ825-4684,Taronga Zoo,,0,4684-1008,TZ825,1
TZ,4684,TZ826-4684,Circular Quay,,1,4684-1008,TZ826,1
TZ,4684,TZ827-4684,Taronga Zoo,,0,4684-1007,TZ827,1
TZ,4684,TZ828-4684,Circular Quay,,1,4684-1007,TZ828,1
TZ,4684,TZ829-4684,Taronga Zoo,,0,4684-1008,TZ829,1
TZ,4684,TZ830-4684,Circular Quay,,1,4684-1008,TZ830,1
TZ,4684,TZ831-4684,Taronga Zoo,,0,4684-1011,TZ831,1
TZ,4684,TZ832-4684,Circular Quay,,1,4684-1011,TZ832,1
TZ,4684,TZ833-4684,Taronga Zoo,,0,4684-1008,TZ833,1
TZ,4684,TZ834-4684,Circular Quay,,1,4684-1008,TZ834,1
TZ,4684,TZ835-4684,Taronga Zoo,,0,4684-1011,TZ835,1
TZ,4684,TZ836-4684,Circular Quay,,1,4684-1011,TZ836,1
TZ,4684,TZ837-4684,Taronga Zoo,,0,4684-1005,TZ837,1
TZ,4684,TZ838-4684,Circular Quay,,1,4684-1005,TZ838,1
TZ,4684,TZ839-4684,Taronga Zoo,,0,4684-1011,TZ839,1
TZ,4684,TZ840-4684,Circular Quay,,1,4684-1011,TZ840,1
TZ,4684,TZ841-4684,Taronga Zoo,,0,4684-1005,TZ841,1
TZ,4684,TZ842-4684,Circular Quay,,1,4684-1005,TZ842,1
TZ,4684,TZ843-4684,Taronga Zoo,,0,4684-1011,TZ843,1
TZ,4684,TZ844-4684,Circular Quay,,1,4684-1011,TZ844,1
TZ,4684,TZ845-4684,Taronga Zoo,,0,4684-1005,TZ845,1
TZ,4684,TZ846-4684,Circular Quay,,1,4684-1005,TZ846,1
TZ,4684,TZ847-4684,Taronga Zoo,,0,4684-1011,TZ847,1
TZ,4684,TZ848-4684,Circular Quay,,1,4684-1011,TZ848,1
TZ,4684,TZ849-4684,Taronga Zoo,,0,4684-1010,TZ849,1
TZ,4684,TZ850-4684,Circular Quay,,1,4684-1010,TZ850,1
TZ,4684,TZ851-4684,Taronga Zoo,,0,4684-1011,TZ851,1
TZ,4684,TZ852-4684,Circular Quay,,1,4684-1011,TZ852,1
TZ,4684,TZ853-4684,Taronga Zoo,,0,4684-1010,TZ853,1
TZ,4684,TZ854-4684,Circular Quay,,1,4684-1010,TZ854,1
TZ,4684,TZ855-4684,Taronga Zoo,,0,4684-1010,TZ855,1
TZ,4684,TZ856-4684,Circular Quay,,1,4684-1010,TZ856,1
TZ,4684,TZ857-4684,Taronga Zoo,,0,4684-1007,TZ857,1
TZ,4684,TZ858-4684,Circular Quay,,1,4684-1007,TZ858,1
